Date,EUR,JPY,GBP,CNY,BTC
2017-02-06,0.930882,111.827,0.802053,6.86392,0.000976400402
2017-02-07,0.936492,112.38875,0.800264,6.8855,0.000949784874
2017-02-08,0.935326,111.9725,0.798483,6.87335,0.00094896468
2017-02-09,0.938295,113.43135714,0.8001,6.869356,0.001015429451
2017-02-10,0.939938,113.22,0.800801,6.881114,0.001005281447
2017-02-11,0.939938,113.18622754,0.80077,6.8773,0.000988739444
2017-02-12,0.9417,113.9289409,0.801057,6.89545,0.00100033131
2017-02-13,0.943481,113.68875,0.798502,6.879337,0.001002797806
2017-02-14,0.94532,114.2903,0.801937,6.867412,0.000992209863
2017-02-15,0.943099,114.12733333,0.802089,6.86905,0.000990945238
2017-02-16,0.937044,113.3203,0.800867,6.853322,0.000965656429
2017-02-17,0.942063,112.85,0.805704,6.8649,0.000946837445
2017-02-18,0.942063,112.875,0.8058,6.8665,0.000944762121
2017-02-19,0.941079,112.92225,0.804532,6.857007,0.000950124362
2017-02-20,0.942596,113.27535714,0.801802,6.879128,0.000923039291
2017-02-21,0.948605,113.6733,0.800834,6.883448,0.000889114131
2017-02-22,0.947777,113.4163453,0.803067,6.874485,0.000890540307
2017-02-23,0.944835,112.6973,0.796492,6.86608,0.000843134775
2017-02-24,0.947418,112.17053444,0.802245,6.86685,0.000846378136
2017-02-25,0.94689,112.144,0.802472,6.86755,0.000870180397
2017-02-26,0.94767,112.185,0.806433,6.902013,0.000847124521
2017-02-27,0.944689,112.74725,0.803997,6.8709,0.000837758092
2017-02-28,0.94614,113.0955,0.807853,6.86765,0.000839967678
2017-03-01,0.949132,114.12616667,0.814956,6.88275,0.000814774136
2017-03-02,0.951748,114.355,0.814732,6.887657,0.000792763653
2017-03-03,0.941398,114.045,0.813205,6.8954,0.00077536991
2017-03-04,0.941354,114.0485,0.813315,6.8953,0.000778483949
2017-03-05,0.941535,113.82418182,0.812984,6.89685,0.000782814406
2017-03-06,0.945251,113.905,0.81707,6.896807,0.000780684004
2017-03-07,0.94611,113.9255,0.819437,6.902476,0.000811324138
2017-03-08,0.948321,114.417,0.821429,6.913885,0.000865716168
2017-03-09,0.94522,115.14371429,0.822645,6.9098,0.00083902683
2017-03-10,0.936922,114.801,0.822206,6.90775,0.000907787821
2017-03-11,0.936775,114.781,0.822165,6.9071,0.000847313297
2017-03-12,0.935457,114.76036364,0.821654,6.859166,0.000813062334
2017-03-13,0.938883,114.916,0.819252,6.9132,0.000805191877
2017-03-14,0.942333,114.6565,0.822572,6.91542,0.000802074485
2017-03-15,0.931318,113.3911875,0.814179,6.914367,0.000793521689
2017-03-16,0.928335,113.31946894,0.809725,6.897886,0.000847921109
2017-03-17,0.930449,112.675,0.806614,6.89605,0.000934147287
2017-03-18,0.9306,112.715,0.807045,6.89715,0.001034985619
2017-03-19,0.930895,112.6785,0.807512,6.904329,0.000985556667
2017-03-20,0.931359,112.56742308,0.808594,6.906748,0.000965687202
2017-03-21,0.924836,111.53398075,0.801158,6.8851,0.000897907875
2017-03-22,0.926797,111.37363333,0.801815,6.8833,0.000963217609
2017-03-23,0.927353,110.9965,0.798945,6.8861,0.000972592348
2017-03-24,0.925883,111.335,0.801828,6.8779,0.001063397641
2017-03-25,0.925455,111.343,0.8017,6.8836,0.001028527231
2017-03-26,0.922046,110.555,0.799123,6.854197,0.001040505852
2017-03-27,0.920726,110.77016071,0.796315,6.87145,0.00095918201
2017-03-28,0.924523,111.2322,0.805376,6.8802,0.000957320727
2017-03-29,0.929473,111.1498,0.803846,6.890145,0.000962158314
2017-03-30,0.935651,111.73998659,0.801461,6.88885,0.000964050555
2017-03-31,0.937734,111.375,0.797194,6.8897,0.000927206845
2017-04-01,0.937734,111.375,0.797194,6.8897,0.000921458558
2017-04-02,0.937277,111.27313333,0.797453,6.8812,0.000909911484
2017-04-03,0.937221,110.68933719,0.800577,6.8842,0.000872792272
2017-04-04,0.936495,110.8475,0.803902,6.8858,0.000875875328
2017-04-05,0.937035,110.396625,0.800828,6.8944,0.000882216976
2017-04-06,0.939541,110.89311538,0.802005,6.897696,0.000838623651
2017-04-07,0.944198,111.081,0.80821,6.90425,0.000840321305
2017-04-08,0.944198,111.085,0.80819,6.90425,0.000844460508
2017-04-09,0.945149,111.2217,0.808118,6.905819,0.000826591105
2017-04-10,0.943622,110.69720833,0.804923,6.9037,0.000824542338
2017-04-11,0.942478,109.563,0.800663,6.891681,0.0008163192
2017-04-12,0.937192,108.89352778,0.796874,6.89155,0.000821263497
2017-04-13,0.942032,109.11707143,0.799728,6.887363,0.000850310491
2017-04-14,0.942241,108.585,0.798722,6.8877,0.00084469162
2017-04-15,0.9423,108.595,0.798594,6.8854,0.000846593098
2017-04-16,0.942508,108.316375,0.797804,6.891631,0.000841822411
2017-04-17,0.939552,109.12902632,0.796353,6.869842,0.000830410979
2017-04-18,0.932062,108.54866667,0.778634,6.8827,0.000821048397
2017-04-19,0.933297,108.83188889,0.782378,6.886127,0.000814695145
2017-04-20,0.933402,109.37916667,0.781207,6.8824,0.00079717799
2017-04-21,0.932355,109.085,0.780825,6.8847,0.000795647806
2017-04-22,0.932355,109.085,0.780825,6.8847,0.00080013199
2017-04-23,0.919697,110.0315,0.779795,6.7928,0.000801232295
2017-04-24,0.92026,109.63483333,0.782618,6.884522,0.000800371372
2017-04-25,0.915105,111.07255128,0.779265,6.882962,0.000791384169
2017-04-26,0.916717,111.1765,0.778318,6.8925,0.000778970902
2017-04-27,0.920363,111.22110714,0.775641,6.89705,0.000751963094
2017-04-28,0.917852,111.515,0.772114,6.8945,0.000755892865
2017-04-29,0.917852,111.54493152,0.77229,6.895,0.000753501427
2017-04-30,0.916961,111.3115,0.773294,6.912097,0.000739821444
2017-05-01,0.916707,111.81792308,0.775344,6.8944,0.000710990375
2017-05-02,0.914474,111.97311996,0.772736,6.894112,0.000692943068
2017-05-03,0.918411,112.79946296,0.77682,6.898933,0.000671094188
2017-05-04,0.910699,112.54928571,0.773663,6.8956,0.000662197364
2017-05-05,0.909339,112.72675,0.770268,6.9032,0.000659819935
2017-05-06,0.909339,112.72675,0.770268,6.9032,0.000646092372
2017-05-07,0.911996,112.665,0.77112,6.883573,0.000642024689
2017-05-08,0.915184,113.2235,0.772728,6.90442,0.000610907584
2017-05-09,0.918589,113.70164286,0.772283,6.90805,0.000586735667
2017-05-10,0.920198,114.337625,0.773415,6.90385,0.000569907732
2017-05-11,0.920514,113.8175,0.775892,6.904429,0.000554069572
2017-05-12,0.914662,113.375,0.775885,6.8989,0.000592499092
2017-05-13,0.914662,113.375,0.775885,6.8989,0.000569869149
2017-05-14,0.915089,113.2687948,0.776144,6.902661,0.000564762343
2017-05-15,0.910738,113.64724562,0.775072,6.894504,0.000588438652
2017-05-16,0.901429,112.68975,0.7742,6.8887,0.000581426617
2017-05-17,0.896462,111.08653333,0.770991,6.8812,0.000554932798
2017-05-18,0.90007,111.4385,0.771904,6.8901,0.00052973958
2017-05-19,0.89222,111.225,0.767165,6.88445,0.000507466095
2017-05-20,0.89222,111.265,0.767,6.88555,0.000487942025
2017-05-21,0.89259,111.28577273,0.7686,6.85403,0.000487506429
2017-05-22,0.889839,110.90513158,0.769648,6.8851,0.000467209486
2017-05-23,0.894538,111.968,0.771818,6.891929,0.000436994408
2017-05-24,0.890464,111.5415,0.770535,6.890571,0.000403889651
2017-05-25,0.892053,111.74466667,0.773382,6.868434,0.000415831314
2017-05-26,0.894254,111.321,0.780914,6.8531,0.000442016302
2017-05-27,0.894325,111.321,0.780795,6.8556,0.000478471464
2017-05-28,0.89476,111.254,0.78039,6.857517,0.000452136022
2017-05-29,0.8985,111.18908003,0.780364,6.855242,0.000436397031
2017-05-30,0.895083,110.84,0.780742,6.855552,0.000457809679
2017-05-31,0.889684,110.80047159,0.776635,6.8111,0.000429680378
2017-06-01,0.891834,111.444125,0.776005,6.809494,0.000407907482
2017-06-02,0.886211,110.395,0.775738,6.81255,0.000397387369
2017-06-03,0.886376,110.414,0.775595,6.81235,0.000390344821
2017-06-04,0.886706,110.4691,0.777123,6.813075,0.000393071517
2017-06-05,0.888297,110.39233333,0.774839,6.803522,0.000366639474
2017-06-06,0.887233,109.5020625,0.774809,6.796465,0.000342889081
2017-06-07,0.888437,109.91500413,0.771411,6.797451,0.000371356004
2017-06-08,0.893765,109.87555556,0.785899,6.796034,0.000353590848
2017-06-09,0.893416,110.315,0.784711,6.79895,0.00035468791
2017-06-10,0.893165,110.31442959,0.784765,6.7987,0.000340140532
2017-06-11,0.892719,110.31058333,0.784717,6.785431,0.000330899293
2017-06-12,0.893038,109.92518182,0.7893,6.799607,0.00037137876
2017-06-13,0.89211,110.0625,0.784406,6.7976,0.000364965502
2017-06-14,0.891814,109.44665385,0.784071,6.79055,0.000399966803
2017-06-15,0.896941,111.00011647,0.783699,6.806097,0.000407643096
2017-06-16,0.894055,110.875,0.782475,6.81025,0.000395590151
2017-06-17,0.89319,110.875,0.782715,6.8103,0.000373773956
2017-06-18,0.892526,110.97259238,0.782868,6.805113,0.000387995798
2017-06-19,0.8973,111.6967,0.785504,6.8199,0.000378696246
2017-06-20,0.89795,111.33966667,0.791668,6.827151,0.000359117516
2017-06-21,0.895515,111.32748006,0.78896,6.828476,0.000368742944
2017-06-22,0.896872,111.29433333,0.788728,6.83465,0.000365310148
2017-06-23,0.893416,111.28783333,0.786442,6.8367,0.000365845405
2017-06-24,0.893416,111.29663992,0.7862,6.8367,0.000380873304
2017-06-25,0.892867,111.24075,0.784607,6.833234,0.00038570872
2017-06-26,0.894218,111.86958555,0.785934,6.839756,0.000398106605
2017-06-27,0.882069,112.20153333,0.780451,6.8129,0.000388374024
2017-06-28,0.878815,112.35625,0.772798,6.8006,0.000386988472
2017-06-29,0.874153,111.99333539,0.768733,6.787252,0.000390420258
2017-06-30,0.87512,112.405,0.767607,6.77725,0.000399119144
2017-07-01,0.875305,112.405,0.767595,6.77755,0.000405862061
2017-07-02,0.875394,112.23972561,0.768304,6.778325,0.000394012321
2017-07-03,0.879313,113.39507796,0.772306,6.800113,0.000386560258
2017-07-04,0.880313,112.96922987,0.773054,6.799632,0.000380608195
2017-07-05,0.881317,113.2006,0.773338,6.801175,0.000380474433
2017-07-06,0.875523,113.15553256,0.771112,6.800554,0.000381622219
